continent,country,year,population,gdp,lifeexp,infmort,fertility
Asia,West Bank and Gaza,1985,1758788,,69.23,45.6,6.7
Asia,West Bank and Gaza,1990,2101156,,71.8,35.6,6.53
Asia,West Bank and Gaza,1995,2618272,3082508702,73.7,29.3,6.27
Asia,West Bank and Gaza,2000,3223781,4113261233,74.4,24.9,5.4
Asia,West Bank and Gaza,2005,3579462,3775940953,74.6,22.1,4.7
Asia,West Bank and Gaza,2010,4068780,,74.3,20.2,4.22
Asia,West Bank and Gaza,2015,4668466,,74.6,18,3.88
Asia,Yemen,1960,5166311,,32.64,225,7.29
Asia,Yemen,1965,5619170,,37.27,263.6,7.42
Asia,Yemen,1970,6156234,,41.55,221.1,7.54
Asia,Yemen,1975,6793979,,46.05,181.2,8.09
Asia,Yemen,1980,8059381,,51.13,139.7,8.99
Asia,Yemen,1985,9774242,,55.69,106.2,9.19
Asia,Yemen,1990,11961099,5553970146,58.5,88.7,8.67
Asia,Yemen,1995,15266147,7492252465,60.3,79.7,7.58
Asia,Yemen,2000,17795219,9636342275,62.4,69,6.36
Asia,Yemen,2005,20504385,11841701606,64.6,54.5,5.39
Asia,Yemen,2010,23591972,14638265257,66.6,42.4,4.5
Asia,Yemen,2015,26832215,,66,33.8,3.83
Africa,Zambia,1960,3049586,1666817402,48.34,123.2,7.02
Africa,Zambia,1965,3559687,2214800544,50.96,114,7.29
Africa,Zambia,1970,4185378,2384401746,53.88,109.3,7.44
Africa,Zambia,1975,4983017,2680109734,56.7,96.3,7.44
Africa,Zambia,1980,5929497,2729759075,57.62,96.1,7.18
Africa,Zambia,1985,7017292,2796368639,55.54,105.6,6.8
Africa,Zambia,1990,8143142,3027518592,51.9,113.3,6.47
Africa,Zambia,1995,9253527,2820351878,46.9,107.8,6.21
Africa,Zambia,2000,10585220,3237716325,44.8,97.6,6.07
Africa,Zambia,2005,12043591,4093330085,47.1,68.7,5.95
Africa,Zambia,2010,13917439,5587389858,53.1,52.9,5.81
Africa,Zambia,2015,16211767,,56.7,43.3,5.59
Africa,Zimbabwe,1960,3752390,1459732283,53.11,92.6,7.16
Africa,Zimbabwe,1965,4422132,1735211094,55.25,80.5,7.37
Africa,Zimbabwe,1970,5206311,2682438620,57.22,72.4,7.42
Africa,Zimbabwe,1975,6170284,3395731871,59.41,70.3,7.4
Africa,Zimbabwe,1980,7289083,3653884133,62.48,66.4,7.1
Africa,Zimbabwe,1985,8862601,4497003857,64.86,53.6,6.22
Africa,Zimbabwe,1990,10484771,5621937535,63,51.2,5.18
Africa,Zimbabwe,1995,11683136,5967979333,56,60.1,4.43
Africa,Zimbabwe,2000,12499981,6689957610,47.9,63.5,4.07
Africa,Zimbabwe,2005,12984418,4557833784,45.1,61,3.97
Africa,Zimbabwe,2010,13973897,4032423429,49.1,55.8,3.72
Africa,Zimbabwe,2015,15602751,,59.3,46.6,3.35
